fips,county,bbox
12075,"Levy County, FL","28.914529,29.591374,-83.2398589,-82.4032147"
12077,"Liberty County, FL","29.971988,30.606311,-85.1529869,-84.5428729"
12079,"Madison County, FL","30.26011,30.651258,-83.8219129,-83.171196"
12081,"Manatee County, FL","27.207769,27.64668,-82.8230289,-82.0543489"
12083,"Marion County, FL","28.9597986,29.521678,-82.5359525,-81.6389335"
12085,"Martin County, FL","26.9563215,27.2638453,-80.8856389,-80.0227539"
12086,"Miami-Dade County, FL","25.13735,25.9791962,-80.8735999,-80.0427539"
12087,"Monroe County, FL","24.396308,25.8052273,-82.9874769,-80.1502469"
12089,"Nassau County, FL","30.273337,30.830106,-82.0504289,-81.3463579"
12091,"Okaloosa County, FL","30.325354,30.99698,-86.8005539,-86.3885149"
12093,"Okeechobee County, FL","26.958919,27.643238,-81.2137169,-80.6773559"
12095,"Orange County, FL","28.346742,28.786278,-81.6586189,-80.8631551"
12097,"Osceola County, FL","27.64199,28.348521,-81.6570869,-80.8624235"
12099,"Palm Beach County, FL","26.3206768,26.9709235,-80.8862319,-79.9743059"
12101,"Pasco County, FL","28.1699321,28.478837,-82.9083109,-82.0546939"
12103,"Pinellas County, FL","27.610273,28.173346,-82.9089089,-82.5406178"
12105,"Polk County, FL","27.643238,28.361868,-82.1062358,-81.1310439"
12107,"Putnam County, FL","29.32443,29.840176,-82.0561509,-81.4335829"
12109,"St. Johns County, FL","29.622432,30.252941,-81.6904689,-81.1508169"
12111,"St. Lucie County, FL","27.205584,27.558714,-80.6799999,-80.1380489"
12113,"Santa Rosa County, FL","30.318724,30.999547,-87.3138379,-86.7856919"
12115,"Sarasota County, FL","26.945255,27.3897857,-82.7054379,-82.0564969"
12117,"Seminole County, FL","28.6105084,28.879227,-81.4597363,-80.9869848"
12119,"Sumter County, FL","28.305265,28.96053,-82.3116969,-81.9533882"
12121,"Suwannee County, FL","29.8821962,30.442871,-83.2533559,-82.7585829"
12123,"Taylor County, FL","29.628697,30.30439,-83.9998829,-83.3188589"
12125,"Union County, FL","29.919923,30.143117,-82.5761429,-82.1378579"
12127,"Volusia County, FL","28.6129972,29.432462,-81.6809028,-80.6634609"
12129,"Wakulla County, FL","29.95805,30.303501,-84.7380279,-84.0754549"
12131,"Walton County, FL","30.21309,30.994553,-86.3975039,-85.8442359"
12133,"Washington County, FL","30.389657,30.830552,-85.9933509,-85.4322599"
13001,"Appling County, GA","31.468966,31.965754,-82.5508269,-82.0570449"
13003,"Atkinson County, GA","31.183342,31.420584,-83.1408919,-82.6290049"
13005,"Bacon County, GA","31.416885,31.711124,-82.6281049,-82.2265169"
13007,"Baker County, GA","31.078461,31.449146,-84.6415409,-84.1408229"
13009,"Baldwin County, GA","32.926094,33.190277,-83.4324719,-83.0436629"
13011,"Banks County, GA","34.19746,34.491539,-83.6695179,-83.3378449"
13013,"Barrow County, GA","33.894943,34.1275047,-83.8690818,-83.5374648"
13015,"Bartow County, GA","34.075279,34.412731,-85.0476229,-84.6440279"
13017,"Ben Hill County, GA","31.651419,31.852114,-83.4845049,-82.9955599"
13019,"Berrien County, GA","31.025503,31.476276,-83.4396289,-83.0346679"
13021,"Bibb County, GA","32.661396,32.952991,-83.8929059,-83.4894709"
13023,"Bleckley County, GA","32.272064,32.584454,-83.4980469,-83.1388849"
13025,"Brantley County, GA","31.01063,31.373188,-82.2845309,-81.7317959"
13027,"Brooks County, GA","30.637336,31.078085,-83.7437288,-83.3476409"
13029,"Bryan County, GA","31.7126661,32.24176,-81.7815629,-81.1383239"
13031,"Bulloch County, GA","32.153004,32.653408,-82.0307239,-81.4327999"
13033,"Burke County, GA","32.804195,33.297001,-82.3164219,-81.5418249"
13035,"Butts County, GA","33.180397,33.448063,-84.1236339,-83.8119809"
13037,"Calhoun County, GA","31.427876,31.643698,-84.8280259,-84.4126659"
13039,"Camden County, GA","30.70874,31.169601,-81.9369129,-81.3043561"
13043,"Candler County, GA","32.267555,32.560013,-82.2543789,-81.9192889"
13045,"Carroll County, GA","33.425468,33.812469,-85.3382005,-84.8089679"
13047,"Catoosa County, GA","34.767635,34.9876448,-85.2653959,-84.9799039"
13049,"Charlton County, GA","30.355757,31.075645,-82.4211435,-81.8916849"
13051,"Chatham County, GA","31.705198,32.237709,-81.3918759,-80.751432"
13053,"Chattahoochee County, GA","32.220951,32.534956,-85.0080959,-84.6373229"
13055,"Chattooga County, GA","34.285606,34.58913,-85.5272609,-85.1090319"
13057,"Cherokee County, GA","34.073333,34.41243,-84.6592559,-84.2575989"
13059,"Clarke County, GA","33.848026,34.0394653,-83.5374648,-83.2411269"
13061,"Clay County, GA","31.485687,31.7804578,-85.140946,-84.7987669"
13063,"Clayton County, GA","33.352352,33.648796,-84.4591369,-84.2438349"
13065,"Clinch County, GA","30.581767,31.184587,-82.9710999,-82.4186889"
13067,"Cobb County, GA","33.742508,34.088802,-84.7396605,-84.3747279"
13069,"Coffee County, GA","31.363447,31.810638,-83.1511839,-82.5964129"
13071,"Colquitt County, GA","31.026016,31.334911,-84.0138319,-83.5057369"
13073,"Columbia County, GA","33.355019,33.700787,-82.4423829,-82.0296019"
13075,"Cook County, GA","31.027542,31.35042,-83.5756149,-83.2796549"
13077,"Coweta County, GA","33.190952,33.51178,-85.0151209,-84.4969789"
13079,"Crawford County, GA","32.533302,32.857346,-84.1987149,-83.7104259"
13081,"Crisp County, GA","31.803772,32.030842,-83.9607009,-83.6094059"
13083,"Dade County, GA","34.625082,34.9847307,-85.60512,-85.3645099"
13085,"Dawson County, GA","34.333908,34.617626,-84.3464889,-83.9574659"
13087,"Decatur County, GA","30.6901141,31.079262,-84.8713855,-84.3757779"
13089,"DeKalb County, GA","33.61467,33.9708289,-84.3502246,-84.0316868"
13091,"Dodge County, GA","31.9003129,32.451992,-83.3743059,-82.871715"
13093,"Dooly County, GA","32.027988,32.29187,-84.0330959,-83.6062549"
13095,"Dougherty County, GA","31.435671,31.650105,-84.4573669,-83.9818649"
13097,"Douglas County, GA","33.573109,33.805927,-84.9108509,-84.5792469"
13099,"Early County, GA","31.0725261,31.518152,-85.1150023,-84.6271359"
13101,"Echols County, GA","30.5916183,30.872643,-83.1371229,-82.5794219"
13103,"Effingham County, GA","32.10067,32.5954223,-81.5497059,-81.1196329"
13105,"Elbert County, GA","33.9562,34.290432,-83.1031419,-82.5635379"
13107,"Emanuel County, GA","32.292137,32.841362,-82.6481169,-82.0021359"
13109,"Evans County, GA","32.047939,32.278893,-82.0257489,-81.7186612"
13111,"Fannin County, GA","34.602982,34.988408,-84.6228915,-84.0931629"
13113,"Fayette County, GA","33.256752,33.550789,-84.6276249,-84.3821029"
13115,"Floyd County, GA","34.077717,34.58683,-85.4620817,-85.0050659"
13117,"Forsyth County, GA","34.049366,34.335129,-84.2593229,-83.9257279"
13119,"Franklin County, GA","34.223709,34.536797,-83.3983539,-83.0506059"
13121,"Fulton County, GA","33.502228,34.186214,-84.8510209,-84.0975754"
13123,"Gilmer County, GA","34.548298,34.854862,-84.6575929,-84.1947709"
13125,"Glascock County, GA","33.118896,33.327221,-82.7556609,-82.4317249"
13127,"Glynn County, GA","30.9906499,31.452988,-81.7825009,-81.182567"
13129,"Gordon County, GA","34.383709,34.630695,-85.1123269,-84.6444929"
13131,"Grady County, GA","30.675804,31.079145,-84.3808833,-84.0731809"
13133,"Greene County, GA","33.35479,33.762085,-83.4060669,-82.9507749"
13135,"Gwinnett County, GA","33.7472757,34.1682306,-84.2768219,-83.7990588"
13137,"Habersham County, GA","34.430733,34.827782,-83.6816789,-83.3381617"
13139,"Hall County, GA","34.0985017,34.513802,-84.0630208,-83.6149139"
13141,"Hancock County, GA","33.04998,33.46909,-83.2745899,-82.7463529"
13143,"Haralson County, GA","33.651901,33.907692,-85.3855415,-85.0366129"
13145,"Harris County, GA","32.583129,32.872517,-85.1849139,-84.6837999"
13147,"Hart County, GA","34.210163,34.496407,-83.1154939,-82.7729029"
13149,"Heard County, GA","33.1295626,33.4280985,-85.2939058,-84.9392089"
13151,"Henry County, GA","33.297615,33.6474331,-84.3543469,-83.9230419"
13153,"Houston County, GA","32.283062,32.692276,-83.8566589,-83.4825739"
13155,"Irwin County, GA","31.472136,31.769621,-83.5011979,-82.9982529"
13157,"Jackson County, GA","33.9657625,34.295303,-83.8177278,-83.3571929"
13159,"Jasper County, GA","33.131748,33.526646,-83.8635329,-83.5334089"
13161,"Jeff Davis County, GA","31.671417,31.971903,-82.8367079,-82.4306719"
13163,"Jefferson County, GA","32.761333,33.313488,-82.6618269,-82.2323459"
13165,"Jenkins County, GA","32.607182,32.953739,-82.1479109,-81.7677309"
13167,"Johnson County, GA","32.510529,32.822353,-82.9568179,-82.4343109"
13169,"Jones County, GA","32.841671,33.185711,-83.8168259,-83.3572849"
13171,"Lamar County, GA","32.931335,33.202862,-84.2704769,-84.0410769"
13173,"Lanier County, GA","30.851622,31.184172,-83.1979369,-82.9699399"
13175,"Laurens County, GA","32.147713,32.715775,-83.2267839,-82.6346439"
13177,"Lee County, GA","31.621662,31.916487,-84.3380129,-83.9225919"
13179,"Liberty County, GA","31.5209871,32.0925572,-81.8243789,-81.049792"
13181,"Lincoln County, GA","33.637012,33.984653,-82.6464689,-82.2173839"
13183,"Long County, GA","31.538666,32.013954,-81.9814379,-81.4918012"
13185,"Lowndes County, GA","30.623967,31.031965,-83.4844509,-83.0206449"
13187,"Lumpkin County, GA","34.418713,34.7411,-84.1909639,-83.8315279"
13189,"McDuffie County, GA","33.310875,33.659981,-82.6492689,-82.2943339"
13191,"McIntosh County, GA","31.290959,31.6995811,-81.6678999,-81.095386"
13193,"Macon County, GA","32.171272,32.521927,-84.2556919,-83.8366469"
13195,"Madison County, GA","33.998993,34.273731,-83.4023669,-82.9765779"
13197,"Marion County, GA","32.13406,32.562103,-84.6589829,-84.3818439"
13199,"Meriwether County, GA","32.844296,33.231808,-84.8643879,-84.4926219"
13201,"Miller County, GA","31.067837,31.259718,-84.9225999,-84.5371089"
13205,"Mitchell County, GA","31.077318,31.444023,-84.5086439,-83.9977189"
13207,"Monroe County, GA","32.848358,33.202843,-84.1242139,-83.7057419"
13209,"Montgomery County, GA","31.948708,32.354,-82.6561049,-82.4089889"
13211,"Morgan County, GA","33.434185,33.817902,-83.6876749,-83.2691799"
13213,"Murray County, GA","34.583694,34.988329,-84.9445054,-84.5857389"
13215,"Muscogee County, GA","32.373874,32.608137,-85.0807838,-84.6674629"
13217,"Newton County, GA","33.368023,33.74387,-84.0543439,-83.6746829"
13219,"Oconee County, GA","33.698502,33.9657625,-83.6467509,-83.2757869"
13221,"Oglethorpe County, GA","33.690125,34.047848,-83.3066099,-82.7800059"
13223,"Paulding County, GA","33.774227,34.082561,-85.0505449,-84.7229309"
13225,"Peach County, GA","32.43861,32.692764,-84.0180969,-83.7006069"
13227,"Pickens County, GA","34.373035,34.563965,-84.6548539,-84.2567669"
13229,"Pierce County, GA","31.202717,31.530813,-82.4209519,-81.9924469"
13231,"Pike County, GA","32.968384,33.208725,-84.5383829,-84.2479019"
13233,"Polk County, GA","33.897014,34.099094,-85.4218527,-84.9228439"
13235,"Pulaski County, GA","32.103851,32.402153,-83.6160049,-83.2911379"
13237,"Putnam County, GA","33.167412,33.483303,-83.5458909,-83.1432499"
13239,"Quitman County, GA","31.770887,31.991857,-85.1418759,-84.9070059"
13241,"Rabun County, GA","34.715725,35.0008288,-83.6613919,-83.0982478"
13243,"Randolph County, GA","31.618507,31.931616,-84.9592819,-84.5349499"
13245,"Richmond County, GA","33.227165,33.544411,-82.3536609,-81.8283359"
13247,"Rockdale County, GA","33.526173,33.7866326,-84.1841429,-83.9128879"
13249,"Schley County, GA","32.157921,32.428429,-84.4302059,-84.1808779"
13251,"Screven County, GA","32.492065,33.0456599,-81.8689119,-81.3892082"
13253,"Seminole County, GA","30.7113744,31.0760679,-85.0285729,-84.7306315"
13255,"Spalding County, GA","33.178711,33.352657,-84.5083919,-84.0885619"
13257,"Stephens County, GA","34.460297,34.6872027,-83.4597929,-83.1030809"
13259,"Stewart County, GA","31.920332,32.232852,-85.0683299,-84.6312709"
13261,"Sumter County, GA","31.873436,32.229038,-84.4438019,-83.9194719"
13263,"Talbot County, GA","32.518639,32.883575,-84.7036589,-84.2862089"
13265,"Taliaferro County, GA","33.43811,33.733315,-83.0141979,-82.6801759"
13267,"Tattnall County, GA","31.7833,32.318771,-82.2352069,-81.7615279"
13269,"Taylor County, GA","32.371799,32.747269,-84.4531399,-84.0021059"
13271,"Telfair County, GA","31.774725,32.1531906,-83.2064969,-82.6453249"
13273,"Terrell County, GA","31.620962,31.967474,-84.6029819,-84.2584989"
13275,"Thomas County, GA","30.658396,31.07807,-84.1192699,-83.7364579"
13277,"Tift County, GA","31.326572,31.5979,-83.6666259,-83.3385159"
13279,"Toombs County, GA","31.913496,32.354,-82.4825439,-82.1819379"
13281,"Towns County, GA","34.790848,34.9924901,-83.9463349,-83.5466839"
13283,"Treutlen County, GA","32.293549,32.51263,-82.7460169,-82.3822779"
13285,"Troup County, GA","32.868633,33.224724,-85.2365088,-84.8611069"
13287,"Turner County, GA","31.56562,31.854235,-83.8033289,-83.4530639"
13289,"Twiggs County, GA","32.452381,32.898155,-83.6107409,-83.2267839"
13291,"Union County, GA","34.640713,34.987504,-84.1799929,-83.7803879"
13293,"Upson County, GA","32.684483,32.999836,-84.5341719,-84.1221689"
13295,"Walker County, GA","34.586395,34.9850724,-85.5343269,-85.0522609"
13297,"Walton County, GA","33.597149,33.9303582,-83.9821338,-83.5057679"
13299,"Ware County, GA","30.568481,31.469048,-82.7013319,-82.131751"
13301,"Warren County, GA","33.253643,33.611389,-82.8656009,-82.3842319"
13303,"Washington County, GA","32.759106,33.23822,-83.0735169,-82.5108029"
13305,"Wayne County, GA","31.327122,31.831451,-82.1478199,-81.6120609"
13307,"Webster County, GA","31.919306,32.233147,-84.6556239,-84.4311139"
13309,"Wheeler County, GA","31.919191,32.309174,-82.9399069,-82.5392609"
13311,"White County, GA","34.503593,34.80146,-83.8773499,-83.6153409"
13313,"Whitfield County, GA","34.615559,34.9876696,-85.1697309,-84.8104799"
13315,"Wilcox County, GA","31.845102,32.133736,-83.6124569,-83.1767649"
13317,"Wilkes County, GA","33.600098,33.991051,-82.9871669,-82.4775999"
13319,"Wilkinson County, GA","32.584454,33.008968,-83.4074249,-82.9453349"
13321,"Worth County, GA","31.318388,31.849649,-84.0328599,-83.6494059"
15001,"Hawaii County, HI","18.864031,28.517269,-178.4435929,-154.757659"
15003,"Honolulu County, HI","23.517002,23.623425,-164.7649109,-164.6400189"
15005,"Kalawao County, HI","21.129479,21.274619,-157.0150579,-156.8711949"
15007,"Kauai County, HI","21.8186696,22.2929436,-159.8479066,-159.2450546"
15009,"Maui County, HI","20.457266,21.09258,-156.7559779,-155.9268369"
16001,"Ada County, ID","43.113285,43.808651,-116.5141298,-115.9738538"
16003,"Adams County, ID","44.444454,45.270264,-116.9006192,-116.0894928"
16005,"Bannock County, ID","42.255772,43.025093,-112.7503659,-111.8805998"
16007,"Bear Lake County, ID","41.999518,42.603291,-111.6342008,-111.0462798"
16009,"Benewah County, ID","47.022179,47.414936,-117.040069,-116.3241199"
16011,"Bingham County, ID","42.861546,43.628563,-113.0121838,-111.5859678"
16013,"Blaine County, ID","42.616329,43.993431,-114.9967118,-113.0067368"
16015,"Boise County, ID","43.584141,44.351524,-116.2860408,-114.9648278"
16017,"Bonner County, ID","47.8887254,48.8470723,-117.042211,-116.0487389"
16019,"Bonneville County, ID","43.0196,43.628799,-112.5199658,-111.0439969"
16021,"Boundary County, ID","48.5005872,49.0008447,-117.032428,-116.0491564"
16023,"Butte County, ID","43.28487,44.23452,-113.7978129,-112.6919249"
16025,"Camas County, ID","43.198421,43.860176,-115.0866778,-114.3777238"
16027,"Canyon County, ID","43.286682,43.882572,-117.0268706,-116.4712218"
16029,"Caribou County, ID","42.415276,43.025078,-112.1425248,-111.0435638"
16031,"Cassia County, ID","41.988057,42.680672,-114.2865448,-113.0018689"
16033,"Clark County, ID","43.971733,44.569516,-112.9935908,-111.6133579"
16035,"Clearwater County, ID","46.2654335,46.9332712,-116.4566498,-114.6053522"
16037,"Custer County, ID","43.569218,44.871494,-115.3017038,-113.3156888"
16039,"Elmore County, ID","42.768101,44.100563,-116.2648928,-114.9703748"
16041,"Franklin County, ID","41.9975543,42.431202,-112.1245118,-111.5071258"
16043,"Fremont County, ID","43.88377,44.7551546,-112.1572798,-111.0471049"
16045,"Gem County, ID","43.807087,44.507271,-116.7120818,-116.1512528"
16047,"Gooding County, ID","42.650406,43.200115,-115.0874858,-114.5907288"
16049,"Idaho County, ID","45.108719,46.669059,-116.7921096,-114.3206649"
16051,"Jefferson County, ID","43.623337,44.059368,-112.6957238,-111.6232218"
16053,"Jerome County, ID","42.49815,42.851349,-114.6170038,-113.9308168"
16055,"Kootenai County, ID","47.365501,47.9915469,-117.0426569,-116.3223948"
16057,"Latah County, ID","46.5436766,47.131176,-117.0398627,-116.3260798"
16059,"Lemhi County, ID","44.229866,45.704564,-114.8177869,-112.8099978"
16061,"Lewis County, ID","45.99131,46.470894,-116.7188568,-116.0123805"
16063,"Lincoln County, ID","42.764683,43.200653,-114.5927658,-113.7148668"
16065,"Madison County, ID","43.622459,43.931709,-111.9772568,-111.3985898"
16067,"Minidoka County, ID","42.520424,43.198196,-113.9320908,-113.4113008"
16069,"Nez Perce County, ID","45.8527135,46.631767,-117.0627849,-116.3603128"
16071,"Oneida County, ID","41.996568,42.502979,-113.0034328,-112.0727458"
16073,"Owyhee County, ID","41.996025,43.6811373,-117.0292736,-115.0358958"
16075,"Payette County, ID","43.792583,44.1551786,-116.9826554,-116.4493329"
16077,"Power County, ID","42.328091,43.113441,-113.2435378,-112.3786008"
16079,"Shoshone County, ID","46.930714,48.0677235,-116.3282009,-114.9642489"
16081,"Teton County, ID","43.501135,43.986777,-111.3997188,-111.0454739"
16083,"Twin Falls County, ID","41.994214,42.919544,-115.0395889,-114.0099409"
16085,"Valley County, ID","44.150047,45.218002,-116.2141648,-114.6950298"
16087,"Washington County, ID","44.152878,44.84951,-117.2430268,-116.3009258"
17001,"Adams County, IL","39.756645,40.2003599,-91.5130516,-90.9104608"
17003,"Alexander County, IL","36.9701313,37.335838,-89.52071,-89.1330126"
17005,"Bond County, IL","38.740627,39.027111,-89.6398159,-89.2526089"
17007,"Boone County, IL","42.1535592,42.4950027,-88.9405898,-88.7040912"
17009,"Brown County, IL","39.838951,40.106182,-90.9161068,-90.5124509"
17011,"Bureau County, IL","41.148701,41.586723,-89.8610529,-89.1649479"
17013,"Calhoun County, IL","38.8682885,39.4004719,-90.937224,-90.4503447"
17015,"Carroll County, IL","41.930275,42.1983159,-90.3229545,-89.6855699"
17017,"Cass County, IL","39.872936,40.124454,-90.5836109,-89.9938049"
17019,"Champaign County, IL","39.8790978,40.4006758,-88.463571,-87.9288158"
17021,"Christian County, IL","39.345333,39.824234,-89.5353319,-89.0236209"
